
##### Table #####,Adventure
每隔2回合，会落下一道赋予玩家角色3层弱化的闪电。,"Every 2 turns, a bolt of lightening will strike and grant player character 3 stacks Exhaust."
敌方回合开始时，会赋予随机玩家角色中毒。,"Upon enermy turn, grant random player character Poison."
玩家回合开始时，赋予左侧八个魂芯寒冷。,"Upon player's turn, attach Frostbite to all eight orbs on the left side of the orb area."
本角色血量高于30%时，自备3层灵巧。,"If higher than 30% HP, has 3 stacks Vigilance."
普吉误食了不老水，需要赶快帮他吐出来!,Puggi accidentally swallowed the Water of Eternal Youth! Help him vomit it out as quickly as possible!
普吉好像快吐出药剂了，施加多次冲击让他吐出药剂!,Puggi looks like he's on the verge of puking. Hit him a few more times to make him spit out the potion!
本角色拥有强化时，进行不同的行动,"When have Enhance, act differently"
在所有手下都被打倒之前，本角色无法被击败。,"Before all minions are taken down, this character cannot be defeated."
秘密呦~,It's a secret~
在所有手下都被打倒之前，本角色无法被击败。,"Before all minions are taken down, this character cannot be defeated."
攻击有护盾的目标后，本角色将暂时无法行动。,"After cast skill, if target has Armor, can't cast skill for a while."
此时本角色无法执行攻击。,Cannot Attack for this turn.
玩家的角色施展叠盾技能后，本角色立即进行1次行动。,"Upon cast Armor by player character, trigger skill 1 time."
玩家的角色施展叠盾技能后，本角色立即进行1次行动，并获得弱化。,"Upon cast Armor by player character, trigger skill 1 time, grant self Exhaust."
玩家场上角色施展叠盾技能后，本角色会招唤一位同伴。,"Upon cast Armor by player character, summon an ally."
玩家场上角色施展叠盾技能后，本角色会招唤一群同伴。,"Upon cast Armor by player character, summon a group of allies."
玩家角色施展攻击技能后会获得晕眩。,"Upon cast damage skill by player character, grant Stun. "
有同伴时，本角色优先攻击同伴。,"If allies present, allies become primary target to Attack."
敌方回合开始时，若本角色落单则获得永久3层灵巧。,"Upon enemy's turn, if no allies are present, grant self 3 stacks Vigilance for all turns."
本角色会优先攻击友方魔物，并使其行动冷却时间+1。,"If allies are present, allies become primary target to Attack, grant target CD +1."
被攻击后获得强化。,"Upon incoming damage skill, grant self Enhance."
被攻击后获得2层强化。,"Upon incoming damage skill, grant self 2 stacks Enhance."
被攻击后获得3层强化。,"Upon incoming damage skill, grant self 3 stacks Enhance."
本角色被玩家角色打死后，会对玩家全体角色复仇。,"Upon death by player character, trigger revenge against all player characters."
当敌方角色拥有强化时，获得相同层数之易伤,"If player character has Enhance, grant self same stacks of Vulnerability"
当玩家使用治愈技能时本角色将会行动,"Upon cast Heal skills by player character, trigger self skill"
本角色被玩家角色的一魂技能或二魂技能攻击后，立即执行1次行动。,"Upon incoming 1 or 2-orb skill that deals damage, trigger skill 1 time."
炎热让玩家角色行动后获得晕眩。,"Upon cast skill by player characters, the heat will grant Stun."
本角色被攻击后，招唤1个会伤害本角色的同伴。,"Upon incoming damage skill, summon an ally that will damage this character."
复苏：有此效果的角色不会死亡，血量归零时护盾与血量回复至全满并减少1层复苏，进行复苏时角色身上的晕眩会被移除。,"Revive: Characters with this effect will not die. Upon 0 HP, grant self full Armor and HP; remove 1 stack of Revive. 
Upon Revive, remove Stun from self."
本角色护盾值归零时，会额外施展1次全体攻击。,"Upon 0 Armor, trigger Attack against all player characters. "
本角色不会受到玩家角色的攻击技能伤害。,Will not be affected by player characters' damage skills.
每回合开始时，会有落石轮流对敌我双方身上没有减伤的角色造成攻击。,"Upon turn, falling rocks will damage allies and enemies with no Damage Reduction in turns."
任何角色死亡时，会触发赋予玩家角色3层撕裂的落石。,"Upon death of any character, rocks will fall and grant player character 3 stacks Tear."
护盾值小于本角色的角色无法对其造成有效伤害。,"Upon incoming damage skill, if attacker doesn't have more Armor than this character, take minimum damage. "
每回合开始时，本角色获得3层减伤，行动时会暂时解除自己身上的减伤。,"Upon turn, grant self 3 stacks Damage Reduction. Upon cast skill, temporarily remove self Damage Reduction."
我方回合开始后，本角色不定时会施展1次叠盾。,"In player's turn, this character will grant self Armor randomly."
当玩家首位角色没有嘲讽时，不会发动攻击。,"If player front row character doesn't have Taunt, cannot Attack."
自身回合开始时层数+1，达6时会招唤一位同伴。,"Upon this character's turn, grant self 1 stack. Upon 6 stacks, summon an ally."
每回合开始时，本角色获得3层减伤，行动时会暂时解除自己身上的减伤。,"Upon turn, grant self 3 stacks Damage Reduction. Upon cast skill, temporarily remove self Damage Reduction."
本角色钻在地底时，每次自身回合开始时，本角色获得3回合再生与战意,"When this character is underground, Upon this character's turn, grant self Regen and War Cry for 3 turns."
敌方回合开始时，若本角色落单则获得永久3层强化。,"Upon enemy's turn, if no allies are present, grant self 3 stacks Enhance for all turns."
任何角色死亡，本角色获得永久强化。,"Upon death of any character, grant self Enhance for all turns."
任何角色死亡，本角色获得永久的2层强化。,"Upon death of any character, grant self 2 stacks Enhance for all turns."
任何角色死亡，本角色获得永久3层强化。　,"Upon death of any character, grant self 3 stacks Enhance for all turns."
任何角色死亡后，本角色获得永久的3层强化。,"Upon death of any character, grant self 3 stacks Enhance for all turns."
任何角色死亡，本角色获得永久灵巧。,"Upon death of any character, grant self Vigilance for all turns."
任何角色死亡，本角色获得永久的2层灵巧。,"Upon death of any character, grant self 2 stacks Vigilance for all turns."
任何角色死亡，本角色获得永久的3层灵巧。,"Upon death of any character, grant self 3 stacks Vigilance for all turns."
本角色击杀目标后，立即再进行1次攻击。,"Upon death of target, trigger skill 1 time."
被有强化的角色击中后，获得3层弱化。,"Upon incoming damage skill with Enhance, grant self 3 stacks Exhaust."
本角色血量为满时，技能效果大幅提升。,"When full HP, skill power increase significantly."
本角色被击中后获得晕眩。,"Upon incoming damage skill, grant self Stun."
自身回合开始时层数+1，达3时会招唤一位同伴，被攻击后层数归零。,"Upon this character's turn, grant self 1 stack. Upon 3 stacks, summon an ally. Upon incoming damage skill, reset stacks."
本角色不定时会进行令人震耳欲聋的吼叫。,Will randomly unleash deafening roars.
本角色的攻击带有穿透与吸血效果。,Deals True Damage that heals self. 
本角色不会受到玩家角色的攻击技能伤害。,Will not be affected by player characters' damage skills.
每回合开始时，会有落石轮流对敌我双方身上没有灵巧的角色造成攻击。,"Upon turn, falling rocks will damage allies and enemies with no Vigilance in turns."
攻击受伤的角色时，效果增加50%。,"Upon cast skill, if target not at full HP, increase skill power by 50%."
小蛙鳄优先攻击鸭狸趴趴。,Young Frogodile treats Platypus as primary target.
本角色被攻击后获得撕裂。,"Upon incoming damage skill, grant self Tear. "
本角色被攻击后，行动的冷却时间+1，并获得易伤。,"Upon incoming damage skill, grant self CD+1 and Vulnerability. "
本角色不会受到玩家角色的技能伤害。,Will not be affected by player characters' damage skills.
鸭狸趴趴存活10回合后获胜。,"If Platypus survives for 10 turns, player wins the battle."
玩家对此角色攻击效果大幅降低。,Will not be affected by Attack skills.
治愈叠盾效果大幅降低。,Heal and grant Armor effects are greatly reduced.
本角色被击中后获得弱化。,"Upon incoming damage skill, grant self Exhaust."
迷雾让非玩家角色行动后获得灵巧。,"Upon cast skill by non-player characters, the mist will grant Vigilance. "
攻击本角色1次获得1层永久中毒,"Upon incoming damage skill, grant attacker Poison for all turns"
攻击本角色1次本角色队友CD-1,"Upon incoming damage skill, grant allies CD -1"
对本角色发动带有攻击效果的技能后，攻击者获得2回合弱化。,"Upon incoming Attack skill, grant attacker Exhaust for 2 turns."
本角色会击杀所有没有护盾值的目标。,"Upon cast skill, if target has 0 Armor, trigger death of target. "
本角色会击杀任何没有中毒的角色。,"Upon turn, trigger death of all characters without Poison."
本角色受到攻击后会转变姿态、且每回合获得强化；此时若受到四魂技能攻击则会回到原先的姿态并移除强化。,"Upon incoming damage skill, change forms, grant self Enhance every turn; if hit by 4-orb skill, return to original form and remove self Enhance."
本角色只会受到蹦跳菇爸爸自爆的伤害,This character can only be damaged by the self-explosion of Father Boomshroom.
本角色受伤时，攻击目标会改为全体。,"If not at full HP, switch mode to Attack all player characters."
本角色身上没有撕裂时，无法伤害本角色。,"Upon incoming damage skill, if don't have Tear, take no damage. "
本角色被击中后行动冷却时间+1。,"Upon incoming damage skill, grant self CD +1."
攻击本角色者血量低于本角色时，会驱动本角色进行反击。,"Upon incoming damage skill, if attacker has lower HP than this character, trigger Retaliate."
血量低于一半的角色，其攻击技能效果降低一半。,Characters with less than 50% HP have the power of their damage skills decreased by 50%.
本角色行动时，会归零同伴的行动冷却时间，并驱动玩家角色的二魂技能。,"Upon cast skill, reset ally CD. Trigger player character 2-orb skill."
行动时，玩家有死亡角色，复活全部死亡角色，若无死亡角色则击杀首位,"Upon cast skill, if any player character is downed, Resurrect all downed characters. If no player character is downed, trigger death of front row player character"
FIGHT！ ：敌方回合开始时，此效果增加1层；敌方回合结束时，若此效果的层数达三则敲钟触发玩家角色技能,"FIGHT!: Upon enemy's turn, add 1 stack. Upon the end of enemy's turn, if have 3 stacks, ring the bell and trigger player character's skill."
敲钟时，触发金位一魂技能；触发的技能会在每次金位角色行动后改变,"Upon the bell, trigger gold character's 1-orb skill. The skill triggered will shift every time the gold character casts a skill."
敲钟时，触发金位二魂技能；触发的技能会在每次金位角色行动后改变,"Upon the bell, trigger gold character's 2-orb skill. The skill triggered will shift every time the gold character casts a skill."
敲钟时，触发金位四魂技能；触发的技能会在每次金位角色行动后改变,"Upon the bell, trigger gold character's 4-orb skill. The skill triggered will shift every time the gold character casts a skill."
敲钟时，触发黑位一魂技能；触发的技能会在每次黑位角色行动后改变,"Upon the bell, trigger black character's 1-orb skill. The skill triggered will shift every time the black character casts a skill."
敲钟时，触发黑位二魂技能；触发的技能会在每次黑位角色行动后改变,"Upon the bell, trigger black character's 2-orb skill. The skill triggered will shift every time the black character casts a skill."
敲钟时，触发黑位四魂技能；触发的技能会在每次黑位角色行动后改变,"Upon the bell, trigger black character's 4-orb skill. The skill triggered will shift every time the black character casts a skill."
敲钟时，触发白位一魂技能；触发的技能会在每次白位角色行动后改变,"Upon the bell, trigger white character's 1-orb skill. The skill triggered will shift every time the white character casts a skill."
