
##### Table #####,Adventure
h0224s5_r2_A1_skillinfo,羋羋助陣，我方回合開始時，賦予我方指定角色$BUFF:(NFD)並觸發其一魂技能；若該角色身上有3種不同的負面狀態，則改為觸發兩次一魂技能。
h0224s5_S1_skillinfo,"小羊快運包滿意，
攻擊指定目標($ATK:1.2)，賦予我方全體$BUFF:(BNA)與2回合$BUFF:(WK)並移除1個黑色魂芯。"
h0224s5_r1_S1_skillinfo,"小羊快運包滿意，
攻擊指定目標($ATK:1.4)，賦予我方全體2回合$BUFF:(BNA)與2回合$BUFF:(WK)並移除1個黑色魂芯。"
h0224s5_S2_skillinfo,"小羊快運包滿意，
賦予白位同伴3回合$BUFF:(NFD)與$ARG1回合$BUFF:(WAR)，並觸發其二魂技能。"
h0224s5_S3_skillinfo,"小羊快運包滿意，
穿透攻擊敵方全體($ATK:$ARG1)並賦予我方全體$BUFF:(TER)，羋羋身上每有一種負面狀態使技能效果提升$ARG2%，最高提升$ARG3%。"
h0043s5_a2_herolines,蠢材才有極限，
h0043s5_a2_P1_skillInfo,玩家回合結束時，連續3回合使用魂芯施展一/二魂技能的同伴，施展四魂技能。
h0043s5_a2_A1_skillInfo,呼喚莫里斯，賦予1個黑色魂芯$BUFF:(RAG)、1個金色魂芯$BUFF:(LD)、1個白色魂芯$BUFF:(REG)，冷卻時間為4。
h0043s5_a2_S1_skillInfo,攻擊敵方末位($ATK:$ARG1)，並移除我方非指定角色左側$ARG2個魂芯。
h0043s5_a2_S2_skillInfo,賦予我方指定角色$BUFF:(BNA)與$BUFF:(WAR)，並移除我方非指定角色左側3個魂芯。
h0043s5_a2_r1_P1_skillInfo,玩家回合結束時，連續3回合使用魂芯施展一/二魂技能的同伴，施展四魂技能。
h0043s5_a2_r1_A1_skillInfo,呼喚莫里斯，賦予1個黑色魂芯$BUFF:(RAG)、1個金色魂芯$BUFF:(LD)、1個白色魂芯$BUFF:(REG)，冷卻時間為4。
h0043s5_a2_r1_S1_skillInfo,攻擊敵方末位($ATK:$ARG1)，賦予自身$ARG2回合$BUFF:(LD)並移除我方非指定角色左側$ARG3個魂芯。
h0043s5_a2_r1_S2_skillInfo,賦予我方指定角色$BUFF:(BNA)與$BUFF:(WAR)，並移除我方非指定角色左側3個魂芯。
h0043s5_a2_r2_P1_skillInfo,玩家回合結束時，連續2回合使用魂芯施展一/二/三魂技能的同伴，施展四魂技能，沒有四魂技能則改為施展三魂技能。
h0043s5_a2_r2_A1_skillInfo,"呼喚莫里斯，移除左側6個非指定角色的魂芯，然後賦予1個黑色魂芯$BUFF:(RAG)、1個金色魂芯$BUFF:(LD)、1個白色魂芯$BUFF:(REG)，冷卻時間為2。
本技能冷卻時間受技能影響變化時，移除左側6個非指定角色的魂芯。"
h0043s5_a2_r2_S1_skillInfo,攻擊敵方末位($ATK:$ARG1)，賦予自身$ARG2回合$BUFF:(LD)並移除我方非指定角色左側$ARG3個魂芯。
h0043s5_a2_r2_S2_skillInfo,$TRIG:(limS1_1)賦予我方指定角色2回合$BUFF:(BNA)、2回合$BUFF:(RAG)與2回合$BUFF:(WAR)，觸發我方指定角色一魂技能，並移除我方非指定角色左側6個魂芯。
h0186s5_a3_herolines,小羊商店新春賀歲，
h0221s5_A1_skillinfo,娜雅助陣，我方角色以破甲攻擊使敵方角色護盾歸零時，賦予該我方角色2回合$BUFF:(WAR)並疊盾該敵方角色($ARM:0.1)。
h0221s5_S1_skillinfo,疊盾我方全體($ARM:0.4)並賦予$BUFF:(ATA)。
h0221s5_S2_skillinfo,破甲攻擊敵方指定角色($BK:2.2)並疊盾敵方全體(1)。
h0221s5_S3_skillinfo,"破甲攻擊敵方全體($BK:$ARG1)並觸發黑位二魂技能。

【觸發限制】：下次我方回合開始前，不重複觸發二魂技能。"
h0221s5_r1_S1_skillinfo,疊盾我方全體($ARM:0.5)並賦予$BUFF:(ATA)與2回合$BUFF:(DFU)。
h0221s5_r2_A1_skillinfo,娜雅助陣，我方角色以破甲攻擊使敵方角色護盾歸零時，賦予該我方角色2回合2層$BUFF:(WAR)並疊盾該敵方角色($ARM:0.1)。
h0221s5_r2_S2_skillinfo,破甲攻擊敵方指定角色($BK:2.5)並疊盾敵方全體(1)，賦予敵方全體$BUFF:(WK)。
h0221s5_herolines,用蠻力保持優雅，
h0137s5_a2_herolines,小春日和，
h0137s5_a2_r2_P1_skillinfo,我方回合開始時，若黑位和白位角色血量及護盾值大於$ARG1%，獲得$ARG2回合$BUFF:(BNA)並施展三魂技能。
h0137s5_a2_r2_A1_skillinfo,"我方回合開始時，若黑位和白位角色血量及護盾值大於$ARG1%，金位角色施展二魂技能。
若黑位和白位角色血量及護盾值大於$ARG2%，金位角色的技能效果提升$ARG3%。"
h0137s5_a2_r1_S1_skillinfo,合傘時，進入開傘狀態並賦予自身$ARG1回合$BUFF:(DFU)與$ARG2回合$BUFF:(TAU)；開傘時，進入合傘狀態並賦予敵方全體$ARG3回合$BUFF:(NFD)與$BUFF:(WK)。
h0137s5_a2_r2_S2_skillinfo,合傘時，賦予我方指定角色$ARG1回合$BUFF:(REG)及$BUFF:(MIC)；開傘時，治癒($HEAL:$ARG2)並疊盾我方全體($ARM:$ARG3)。
h0137s5_a2_r1_S3_skillinfo,合傘時，攻擊敵方全體($ATK:$ARG1)，同時治癒($HEAL:$ARG2)並疊盾我方全體($ARM:$ARG3)，進入開傘狀態；開傘時，攻擊敵方隨機角色($ATK:$ARG4)，每次施放此技能時獲得1層$BUFF:(IZM)。
b0028s5_a2_herolines,卡努拉捕食中，
b0028s5_a2_r2_P1_skillinfo,任一敵方角色死亡時，破甲攻擊敵方全體與同伴($BK:$ARG1)/($BK:$ARG2)，賦予敵方全體$BUFF:(TER)與$BUFF:(WK)並移除所有金色魂芯。
b0028s5_a2_r2_A1_skillinfo,敵方角色擊殺任一角色後，賦予其永久$BUFF:(NFD)與$ARG1回合$BUFF:(STU)。
b0028s5_a2_r2_S1_skillinfo,破甲攻擊敵方指定角色($BK:$ARG1)，並賦予其$ARG2回合$BUFF:(WK)。治癒自身($HEAL:$ARG3)，並移除$ARG4個非金色魂芯。
b0028s5_a2_r1_S2_skillinfo,破甲攻擊敵方全體($BK:$ARG1)，賦予其$ARG2回合$BUFF:(NFD)並移除$ARG3個金色魂芯。
b0028s5_a2_r1_S3_skillinfo,賦予自身$ARG1回合$BUFF:(WAR)、$ARG2回合$BUFF:(TAU)與$ARG3回合$ARG4層$BUFF:(DEX)，敵方全體冷卻時間歸零。
h0047s5_a3_herolines,守護摯愛的羽翼，
t0032s5_a2_r2_A1_skillinfo,"刃助陣，我方角色技能造成冷卻時間變化時，賦予該角色2回合$BUFF:(BNA)。
場上存在行動冷卻時間為5或以上的敵方角色時，我方角色的技能效果提升80%。"
t0032s5_a2_r2_S2_skillinfo,用力揮砍魚刀，破甲攻擊敵方指定角色($BK:2.5)。若目標行動冷卻時間為1或2，則使其行動冷卻時間加1。
t0032s5_a2_r2_A1,"我方角色技能造成冷卻時間變化時，賦予該角色2回合$BUFF:(BNA)。
場上存在行動冷卻時間為5或以上的敵方角色時，我方角色的技能效果提升80%。"
t0032s5_a2_r2_S2_1,破甲攻擊敵方指定角色($BK:2.5)。若目標行動冷卻時間為1或2，則使其行動冷卻時間加1。
t0218s5_herolines,回敬一記猛球，
t0218s5_P1_skillinfo,玩家回合開始時，若我方所有角色身上的$BUFF:(REG)層數加總大於等於2，本角色施展二魂技能。我方角色施展技能時，身上每層$BUFF:(REG)提升10%技能效果。
t0218s5_A1_skillinfo,堯助陣，有$BUFF:(REG)的我方角色技能效果提升40%；被攻擊時，身上每層$BUFF:(REG)降低30%技能效果。
t0218s5_S1_skillinfo,破甲攻擊敵方首位($BK:1)，疊盾自身($ARM:1)並賦予自身$BUFF:(REG)與3回合$BUFF:(DFU)。
t0218s5_S2_skillinfo,破甲攻擊敵方首位($BK:1.2)、破甲攻擊敵方末位($BK:1.2)，並賦予右側1個沒有$BUFF:(REG)的魂芯$BUFF:(REG)。
t0218s5_E3_skillinfo,破甲攻擊敵方首位($BK:2.2)、破甲攻擊指定敵方($BK:2)，賦予自身3回合$BUFF:(WAR)，並將右側1個非金色魂芯轉成金色。
t0218s5_r2_P1_skillinfo,玩家回合開始時，若我方所有角色身上的$BUFF:(REG)層數加總大於等於2，本角色施展二魂技能。我方角色施展技能時，身上每層$BUFF:(REG)提升10%技能效果。本角色施展技能時，我方角色身上每層$BUFF:(REG)使本角色技能係數提升5%。
t0218s5_r2_A1_skillinfo,堯助陣，有$BUFF:(REG)的我方角色技能效果提升40%；被攻擊時，身上每層$BUFF:(REG)降低30%技能效果。每場戰鬥開始時，我方角色獲得2層$BUFF:(REG)。
t0218s5_r1_S1_skillinfo,破甲攻擊敵方首位($BK:1.2)，疊盾自身($ARM:1.2)並賦予自身$BUFF:(REG)、4回合$BUFF:(DFU)與2回合$BUFF:(TAU)。
t0218s5_r2_S2_skillinfo,破甲攻擊敵方首位($BK:1.5)、破甲攻擊敵方末位($BK:1.5)、賦予右側2個沒有$BUFF:(REG)的魂芯$BUFF:(REG)並賦予自身2回合$BUFF:(REG)。
t0218s5_r1_E3_skillinfo,破甲攻擊敵方首位($BK:3)、破甲攻擊指定敵方($BK:2.8)，賦予自身3回合$BUFF:(WAR)與2回合$BUFF:(RAG)，並將右側2個非金色魂芯轉成金色。
t0218s5_A1,有$BUFF:(REG)的我方角色技能效果提升40%；被攻擊時，身上每層$BUFF:(REG)降低30%技能效果
t0218s5_r2_A1,有$BUFF:(REG)的我方角色技能效果提升40%；被攻擊時，身上每層$BUFF:(REG)降低30%技能效果。每場戰鬥開始時，我方角色獲得2層$BUFF:(REG)
h0005s5_a2_r1_S2_1,賦予我方指定角色2回合2層$BUFF:(BNA)與2回合$BUFF:(DFU)，指定敵方目標3回合2層$BUFF:(WK)。
h0005s5_a2_r1_S3_1,賦予我方指定角色永久$BUFF:(BNA)與永久$BUFF:(DFU)，指定敵方目標永久$BUFF:(WK)。
h0005s5_a2_r2_A1,賦予我方指定角色3回合2層$BUFF:(BNA)與敵方指定角色3回合2層$BUFF:(WK)。
h0005s5_a2_r2_S1_1,治癒敵方指定角色血量至全滿，並賦予其$BUFF:(STU)，將左側3個魂芯轉為我方指定角色的魂芯。
h0005s5_a2_r1_S2_skillinfo,禁忌魔光，賦予我方指定角色2回合2層$BUFF:(BNA)與2回合$BUFF:(DFU)，指定敵方目標3回合2層$BUFF:(WK)。
h0005s5_a2_r1_S3_skillinfo,禁忌魔光，賦予我方指定角色永久$BUFF:(BNA)與永久$BUFF:(DFU)，指定敵方目標永久$BUFF:(WK)。
h0005s5_a2_r2_S1_skillinfo,禁忌魔光，治癒敵方指定角色血量至全滿，並賦予其$BUFF:(STU)，將左側3個魂芯轉為我方指定角色的魂芯。
h0005s5_a2_r2_P1_skillinfo,同伴擊殺血量50%或以上的敵方目標後，補滿其血量，並賦予其永久$BUFF:(BNA)。
h0005s5_a2_r2_A1_skillinfo,呼喚奧斯塔，賦予我方指定角色3回合2層$BUFF:(BNA)與敵方指定角色3回合2層$BUFF:(WK)。冷卻時間為4。
t0223s5_herolines,恐懼滌淨身心，
t0223s5_P1_skillinfo,"本角色不受 $BUFF:(POI)、$BUFF:(TER)、$BUFF:(WK)、$BUFF:(NFD)效果影響。
玩家回合開始時，若我方場上角色身上的$BUFF:(POI)、$BUFF:(TER)、$BUFF:(WK)、$BUFF:(NFD)層數加總大於等於$ARG1，則本角色施展二魂技能。"
t0223s5_A1_skillinfo,梨花助陣，我方回合開始時，我方末位角色身上若有2層或以上的$BUFF:(POI)/$BUFF:(TER)/$BUFF:(WK)/$BUFF:(NFD)則施展二魂技能。
t0223s5_S1_skillinfo,穿透攻擊敵方指定角色($ATK:$ARG1)並將右側1個非金色魂芯轉成有$BUFF:(NFD)的金色魂芯。
t0223s5_S2_skillinfo,治癒我方全體($HEAL:1)並賦予$BUFF:(DFU)，將右側2個非金色魂芯轉為有$BUFF:(POI)的金色魂芯。
t0223s5_S3_skillinfo,賦予我方全體2回合$BUFF:(WK)，穿透攻擊敵方全體($ATK:1.5)，並觸發同伴的二魂技能。若施展技能時本角色身上有3種不同的$BUFF:(RMnf)，則賦予我方全體2層$BUFF:(DFU)。
t0223s5_r2_A1_skillinfo,"梨花助陣，我方回合開始時，我方末位角色身上若有2層或以上的$BUFF:(POI)/$BUFF:(TER)/$BUFF:(WK)/$BUFF:(NFD)則施展二魂技能。
我方末位角色施展技能時，若有3層$BUFF:(POI)/$BUFF:(TER)/$BUFF:(WK)/$BUFF:(NFD)，則技能效果提升30%。"
t0223s5_r1_S2_skillinfo,治癒我方全體($HEAL:1.2)並賦予2回合$BUFF:(DFU)，將右側2個非金色魂芯轉為有$BUFF:(POI)的金色魂芯。
t0223s5_r2_S3_skillinfo,賦予我方全體2回合$BUFF:(WK)，穿透攻擊敵方全體($ATK:2)，並觸發同伴的二魂技能。若施展技能時本角色身上有2種不同的$BUFF:(RMnf)，則賦予我方全體2回合2層$BUFF:(DFU)。
t0223s5_r1_S1_skillinfo,穿透攻擊敵方指定角色($ATK:1.5)並將右側一個非金色魂芯轉成有$BUFF:(NFD)的金色魂芯，賦予自身2回合$BUFF:(WAR)。
t0223s5_E6_1,賦予我方全體2回合$BUFF:(WK)與2層$BUFF:(DFU)，穿透攻擊敵方全體($ATK:1.5)，並觸發同伴的二魂技能。
t0223s5_E6_2,賦予我方全體2回合$BUFF:(WK)，穿透攻擊敵方全體($ATK:$ARG1)，並觸發同伴的二魂技能。
t0223s5_r2_E6_1,賦予我方全體2回合$BUFF:(WK)與2回合2層$BUFF:(DFU)，穿透攻擊敵方全體($ATK:2)，並觸發同伴的二魂技能。
h0238s5_herolines,以蝶翼舞動傀儡，
h0238s5_A1_skillinfo,"有$BUFF:(DEX)的我方角色被攻擊時，每層$BUFF:(DEX)降低$ARG1%技能效果。
有$BUFF:(DEX)的我方角色攻擊時，每層$BUFF:(DEX)提升$ARG2%技能效果。"
h0010s4_a4_herolines,潑出清涼海水，
h0238s5_P1_skillinfo,本角色施展2/3魂技能後，增加2/3層$BUFF:(BLA)。
h0238s5_r2_P1_skillinfo,本角色施展1/2/3魂技能後，增加1/2/3層$BUFF:(BLA)。
h0238s5_S1_skillinfo,疊盾我方全體($ARM:0.3)並賦予$ARG1回合$BUFF:(DEX)；施展此技能時，若場上的$BUFF:(BLA)大於或等於$ARG2層，則此技能改為本角色的二魂技能的效果。
h0238s5_S2_skillinfo,疊盾我方全體($ARM:0.3)並賦予$ARG1回合$BUFF:(DEX)，攻擊敵方首位($ATK:2)；施展此技能時，若場上的$BUFF:(BLA)大於或等於$ARG2層，則此技能改為本角色的三魂技能的效果。
h0238s5_S3_skillinfo,疊盾我方全體($ARM:$ARG1)並賦予$ARG2回合$BUFF:(DEX)，攻擊敵方首位($ATK:$ARG3)，攻擊敵方全體($ATK:$ARG4)、賦予敵方角色$ARG5回合$BUFF:(NFD)並將左側$ARG6個白色魂芯轉為金色。
h0239s5_herolines,塵歸塵土歸土，
h0239s5_A1_skillinfo,"我方回合開始時增加2層$BUFF:(BLA)；我方角色施展技能後移除1層$BUFF:(BLA)。
我方回合結束時，若場上有2層或以上的$BUFF:(BLA)，所有我方角色施展一魂技能。"
h0239s5_r2_A1_skillinfo,"每場戰鬥開始時，增加2層$BUFF:(BLA)。
我方回合開始時增加2層$BUFF:(BLA)；我方角色施展技能後移除1層$BUFF:(BLA)。
我方回合結束時，若場上有2層或以上的$BUFF:(BLA)，所有我方角色施展一魂技能。"
h0239s5_P1_skillinfo,"戰鬥開始時，增加$ARG1層$BUFF:(BLA)。
本角色施展技能時，每層$BUFF:(BLA)使本角色的技能效果增加$ARG2%，我方回合結束時，若場上沒有$BUFF:(BLA)效果，則本角色失去$ARG3%最大血量。
我方回合開始時，若場上有$BUFF:(BLA)效果，則增加$ARG4層$BUFF:(BLA)。"
h0239s5_S1_skillinfo,移除1層$BUFF:(BLA)，穿透攻擊所有敵方角色($ATK:$ARG1)，將右側$ARG2個非黑色魂芯轉成黑色。
h0239s5_r1_S1_skillinfo,移除1層$BUFF:(BLA)，穿透攻擊所有敵方角色($ATK:$ARG1)並賦予$ARG3回合$BUFF:(WK)，將右側$ARG2個非黑色魂芯轉成黑色。
h0240s5_herolines,戰勝恐懼心魔，
h0240s5_A1_skillinfo,"有$BUFF:(NFD)的敵方角色被攻擊時，每層$BUFF:(NFD)提升$ARG1%技能效果。
我方回合開始時，右側$ARG2個非金色魂芯轉成金色。"
h0240s5_P1_skillinfo,本角色在場上時，有$BUFF:(NFD)的敵方角色被攻擊時，每層$BUFF:(NFD)提升$ARG1%技能效果。
h0240s5_S1_skillinfo,攻擊敵方首位($ATK:$ARG1)並賦予$ARG2回合$BUFF:(NFD)，賦予自身$ARG3回合$BUFF:(DFU)，將左側$ARG4個非金色魂芯轉成金色。
h0240s5_S2_skillinfo,治癒($HEAL:$ARG1)並疊盾($ARM:$ARG2)我方全體，賦予自身$ARG3回合$BUFF:(DFU)，增加$ARG4層$BUFF:(BLA)。
h0240s5_S3_skillinfo,賦予敵方全體$ARG1回合$BUFF:(WK)，之後攻擊敵方全體($ATK:$ARG2)；施展技能時，若場上的$BUFF:(BLA)大於或等於$ARG3層，改為獲得$ARG4回合$BUFF:(RAG)並賦予敵方全體$ARG5回合$BUFF:(WK)，之後攻擊敵方全體($ATK:$ARG2)與指定敵方角色($ATK:$ARG6)。
h0241s5_herolines,說說書盜禁書，
h0241s5_A1_skillinfo,我方回合開始時，若場上沒有$BUFF:(BLA)，則增加3層$BUFF:(BLA)並觸發黑位二魂技能。
h0241s5_r2_A1_skillinfo,"我方回合開始時，若場上沒有$BUFF:(BLA)，則增加3層$BUFF:(BLA)並觸發黑位二魂技能。
我方回合開始時，若場上有2層或以上的$BUFF:(BLA)，則觸發白位一魂技能。"
h0241s5_S1_skillinfo,治癒金位同伴與自身($HEAL:$ARG1)並賦予$BUFF:(WAR)，移除$ARG2個黑色魂芯，增加$ARG3層$BUFF:(BLA)。
h0241s5_S2_skillinfo,穿透攻擊金位同伴($ATK:$ARG1)，再穿透攻擊敵方首位($ATK:$ARG2)，增加$ARG3層$BUFF:(BLA)並移除$ARG4個黑色魂芯。
